Strategia;Konfiguracja;count;mean_K;min_K;max_K;std_K;mean_MSE;mean_RMSE;mean_MaxError;mean_PRD
Energetyczne;Prog_Energii_99.0%;1000;80.225;21;218;29.831699671746915;0.368760451485332;0.6051779540507601;3.873096213019302;9.938687974863814
Energetyczne;Prog_Energii_99.9%;1000;758.459;204;1685;255.01657941156455;0.037296375945336954;0.19245003035664515;2.923607491164189;3.1603428412635504
Energetyczne;Prog_Energii_99.99%;1000;2968.02;1631;3746;329.11431423113737;0.003730996669575011;0.06086866650346625;0.654060819020945;0.9995551831617963
