Strategia;Konfiguracja;Indeks sygnału;Wymagane K;MSE;RMSE;Max Error;PRD
Fidelity (MSE);Tolerancja_0.01;0;896;0.009986806136103147;0.09993400890639356;0.8051291325980188;1.5154255412742295
Fidelity (MSE);Tolerancja_0.1;0;96;0.09874414462321097;0.3142358105359906;1.2638081634443408;4.76515431013379
Fidelity (MSE);Tolerancja_1.0;0;10;0.9053253515939841;0.9514858651572203;3.813567096541094;14.428581400864918
Fidelity (MSE);Tolerancja_0.01;1;572;0.009989096444687437;0.09994546735439;0.4350230187550075;1.929234029989583
Fidelity (MSE);Tolerancja_0.1;1;60;0.09866681517723506;0.3141127427807332;1.0740658587060414;6.063276391286367
Fidelity (MSE);Tolerancja_1.0;1;7;0.9207910341884901;0.9595785711386484;3.267510534174929;18.522617212096574
Fidelity (MSE);Tolerancja_0.01;2;706;0.009982150731123551;0.09991071379548618;0.4987411725073265;1.744771295300616
Fidelity (MSE);Tolerancja_0.1;2;71;0.09964243546709542;0.3156619005630794;1.1383077206844083;5.512500133367887
Fidelity (MSE);Tolerancja_1.0;2;10;0.9149656125904941;0.9565383487296755;3.419252234703012;16.704321191559625
Fidelity (MSE);Tolerancja_0.01;3;814;0.009988534365239533;0.09994265538417285;3.2132544406497336;1.94874560424562
Fidelity (MSE);Tolerancja_0.1;3;82;0.09978796921541848;0.31589233801315675;3.9731280816019856;6.1594701756893455
Fidelity (MSE);Tolerancja_1.0;3;8;0.9238352806819367;0.9611635036152468;4.809223710432186;18.741378697930354
Fidelity (MSE);Tolerancja_0.01;4;1185;0.009996699385314077;0.09998349556458844;0.35631308876319157;1.6522576409072736
Fidelity (MSE);Tolerancja_0.1;4;142;0.09909762011397791;0.3147977447726999;1.2451087773470597;5.202128373328114
Fidelity (MSE);Tolerancja_1.0;4;7;0.9745924106782561;0.9872144704562713;2.964676205353359;16.31401905699431
Fidelity (MSE);Tolerancja_0.01;5;1276;0.009990451173692195;0.0999522444655056;0.34304164073793064;1.6432149795113764
Fidelity (MSE);Tolerancja_0.1;5;144;0.09924177876807111;0.31502663183939084;1.1779035712705888;5.179038081152347
Fidelity (MSE);Tolerancja_1.0;5;12;0.9640400492020537;0.9818554115561281;3.333538452857878;16.141703756738902
Fidelity (MSE);Tolerancja_0.01;6;1040;0.009983757237372753;0.09991875318163629;0.6692812528826009;1.809286477596124
Fidelity (MSE);Tolerancja_0.1;6;103;0.09968248549100363;0.3157253323555201;1.282416247176239;5.7170206420306915
Fidelity (MSE);Tolerancja_1.0;6;8;0.9833165877359359;0.9916232085504735;3.026565297317063;17.95589321295284
Fidelity (MSE);Tolerancja_0.01;7;982;0.009993176357479816;0.0999658759651503;1.1247378180519685;1.9881893753052473
Fidelity (MSE);Tolerancja_0.1;7;101;0.09981954053244067;0.3159423057022289;1.6097524394328682;6.283675597716945
Fidelity (MSE);Tolerancja_1.0;7;8;0.9133977896288732;0.9557184677659385;2.83419806327447;19.00797932344104
Fidelity (MSE);Tolerancja_0.01;8;430;0.009979111064653183;0.0998955007227712;0.9710396233160665;1.6039809391962732
Fidelity (MSE);Tolerancja_0.1;8;38;0.09952543659652259;0.3154765230512765;1.6208756241124407;5.065476683904486
Fidelity (MSE);Tolerancja_1.0;8;5;0.925922194024639;0.962248509494631;2.8216244553962126;15.450428265860703
Fidelity (MSE);Tolerancja_0.01;9;814;0.009996613469290252;0.09998306591263469;1.2619968900273317;2.17476418015045
Fidelity (MSE);Tolerancja_0.1;9;86;0.0984715137892019;0.3138017109405267;1.9255569969890205;6.82560305981919
Fidelity (MSE);Tolerancja_1.0;9;10;0.9343457645766906;0.9666156240081631;2.8065426672463705;21.025170771454423
Fidelity (MSE);Tolerancja_0.01;10;1356;0.009984697537396212;0.09992345839389373;0.5514861849138679;1.7346235983146698
Fidelity (MSE);Tolerancja_0.1;10;166;0.09936264927976972;0.3152184151977319;1.130858110802067;5.472041404631279
Fidelity (MSE);Tolerancja_1.0;10;14;0.9706725312630544;0.9852271470392269;2.8741297440741915;17.103073556738664
Fidelity (MSE);Tolerancja_0.01;11;667;0.009994029213741016;0.09997014161108814;0.5498196910856432;1.8456033517014054
Fidelity (MSE);Tolerancja_0.1;11;60;0.09914150064364365;0.3148674334440506;1.001543942183301;5.812939555159181
Fidelity (MSE);Tolerancja_1.0;11;5;0.9063761638532007;0.9520379004289696;3.137829718445772;17.576091337491803
Fidelity (MSE);Tolerancja_0.01;12;1120;0.009989088999032936;0.09994543010579791;0.5501521776317855;1.8571437559031037
Fidelity (MSE);Tolerancja_0.1;12;117;0.09992484314528059;0.3161089102592342;1.0842457404449366;5.873802216387835
Fidelity (MSE);Tolerancja_1.0;12;15;0.9817924247631221;0.9908543913023357;2.9839414588857673;18.41163766936007
Fidelity (MSE);Tolerancja_0.01;13;403;0.009995903922756271;0.09997951751612062;0.4068518149753313;1.888750734617638
Fidelity (MSE);Tolerancja_0.1;13;40;0.09838584308282179;0.31366517671367633;1.1214418993910478;5.925567032731515
Fidelity (MSE);Tolerancja_1.0;13;3;0.849134707937269;0.9214850557319251;2.92676639815107;17.408121375182862
Fidelity (MSE);Tolerancja_0.01;14;1592;0.009995325129654896;0.09997662291583416;0.5247485109025689;1.8115618816148975
Fidelity (MSE);Tolerancja_0.1;14;184;0.09931783012039036;0.31514731495031073;1.3522921658258031;5.710423559094312
Fidelity (MSE);Tolerancja_1.0;14;15;0.9733147384216787;0.9865671484605996;3.197811424524347;17.8764533916025
Fidelity (MSE);Tolerancja_0.01;15;658;0.009995952506956408;0.09997976048659253;0.4138446419165469;1.8768129819309542
Fidelity (MSE);Tolerancja_0.1;15;68;0.09961681253169606;0.315621311909852;1.178440605018948;5.924820910587457
Fidelity (MSE);Tolerancja_1.0;15;8;0.9193410389838824;0.9588227359548179;2.8397986571149834;17.99895248250648
Fidelity (MSE);Tolerancja_0.01;16;1060;0.009998766893157995;0.0999938342757092;0.8880630458731913;1.496786907020869
Fidelity (MSE);Tolerancja_0.1;16;116;0.09888268684340963;0.3144561763480082;1.5901287669168145;4.707029098331933
Fidelity (MSE);Tolerancja_1.0;16;6;0.886135563066368;0.9413477375902956;3.753014215802425;14.090838488040147
Fidelity (MSE);Tolerancja_0.01;17;1084;0.009992871449111825;0.09996435089126435;0.5401674622484638;1.5749871966031095
Fidelity (MSE);Tolerancja_0.1;17;106;0.09923405625237701;0.31501437467578686;1.1394012608783912;4.963205407095339
Fidelity (MSE);Tolerancja_1.0;17;6;0.9389545078151168;0.9689966500536092;2.813201000435334;15.267015728895265
Fidelity (MSE);Tolerancja_0.01;18;802;0.009985597497295108;0.09992796153877606;0.5569980216101795;1.6838494408587306
Fidelity (MSE);Tolerancja_0.1;18;94;0.09932346509120064;0.3151562550405761;1.1193793048867535;5.310582500247261
Fidelity (MSE);Tolerancja_1.0;18;10;0.9727212027731579;0.9862662940469769;3.0232986615649864;16.619211702065858
Fidelity (MSE);Tolerancja_0.01;19;1006;0.009987108214193845;0.09993552028279958;0.8762715946728106;1.797678441322691
Fidelity (MSE);Tolerancja_0.1;19;107;0.09958735543611119;0.31557464320840356;1.1558809829635042;5.67667763292256
Fidelity (MSE);Tolerancja_1.0;19;10;0.9264487644309429;0.9625220851652927;3.0500345194845258;17.3142161756116
Fidelity (MSE);Tolerancja_0.01;20;824;0.009993359325986101;0.09996679111578055;0.4244390329432566;1.7243464201592908
Fidelity (MSE);Tolerancja_0.1;20;96;0.09868258027773409;0.31413783643129345;1.4517594187602878;5.418624001439783
Fidelity (MSE);Tolerancja_1.0;20;6;0.9938074911826156;0.9968989372963618;3.4308822177811207;17.195701638523687
Fidelity (MSE);Tolerancja_0.01;21;1192;0.009988871464467359;0.09994434183317913;0.4078475814684861;1.8531827861043935
Fidelity (MSE);Tolerancja_0.1;21;141;0.0999693007904238;0.3161792225786252;1.1081539730793146;5.86264196511083
Fidelity (MSE);Tolerancja_1.0;21;15;0.9956306594516711;0.9978129381059714;3.278770998259291;18.501595255254042
Fidelity (MSE);Tolerancja_0.01;22;1254;0.009996000836409568;0.09998000218248432;0.6112941743382834;1.5854202249070322
Fidelity (MSE);Tolerancja_0.1;22;136;0.09937956861866915;0.3152452515402399;1.2795232899887692;4.998961659208298
Fidelity (MSE);Tolerancja_1.0;22;13;0.9901977766760414;0.9950868186625935;3.1430911147581604;15.779463226721754
Fidelity (MSE);Tolerancja_0.01;23;1084;0.009999774186295296;0.09999887092510243;0.37882296900236945;1.8079124774138902
Fidelity (MSE);Tolerancja_0.1;23;114;0.09895364721123506;0.31456898641035014;1.3157822185861745;5.687196168091434
Fidelity (MSE);Tolerancja_1.0;23;11;0.9881364482219056;0.9940505259904577;3.6712698872452716;17.971766405883027
Fidelity (MSE);Tolerancja_0.01;24;1336;0.009990002994220584;0.09995000247233905;0.7238563352888274;1.7383039832898302
Fidelity (MSE);Tolerancja_0.1;24;140;0.09947430611635662;0.3153954757385664;1.2927871125177433;5.48527461957461
Fidelity (MSE);Tolerancja_1.0;24;16;0.9407982043950113;0.9699475266193586;3.831399670444105;16.86907060928952
Fidelity (MSE);Tolerancja_0.01;25;1274;0.009995034362190765;0.09997516872799347;0.35532030986400276;1.6959422342976622
Fidelity (MSE);Tolerancja_0.1;25;128;0.09980556176021546;0.3159201825781561;1.0778929681324039;5.359154549256609
Fidelity (MSE);Tolerancja_1.0;25;8;0.9835070693358708;0.9917192492514557;3.477328295208869;16.823162999079543
Fidelity (MSE);Tolerancja_0.01;26;1017;0.009995903366504721;0.09997951473429305;0.3590793725571215;1.8808980190258326
Fidelity (MSE);Tolerancja_0.1;26;104;0.09955033608284582;0.3155159838785443;1.1097873270529135;5.935749844608773
Fidelity (MSE);Tolerancja_1.0;26;6;0.965960195544292;0.9828327403705536;3.132268954803796;18.489869242810304
Fidelity (MSE);Tolerancja_0.01;27;612;0.009991567621196;0.0999578292141041;0.4926092723794788;1.5195724573566576
Fidelity (MSE);Tolerancja_0.1;27;68;0.09940596321233942;0.3152871123473642;1.2793127070956078;4.793037382358113
Fidelity (MSE);Tolerancja_1.0;27;6;0.7630208663278608;0.8735106561043551;2.839785135535947;13.279227296749156
Fidelity (MSE);Tolerancja_0.01;28;904;0.009988650320969244;0.0999432354938004;0.3852061910570219;1.5599345446588204
Fidelity (MSE);Tolerancja_0.1;28;96;0.09859715498407397;0.31400183914122853;1.1261338482588652;4.901005191023547
Fidelity (MSE);Tolerancja_1.0;28;6;0.9220222739162633;0.9602199091438707;4.295297715983169;14.987309539679583
Fidelity (MSE);Tolerancja_0.01;29;816;0.00998726714938594;0.09993631546833183;0.4895303542610474;1.7641311380853477
Fidelity (MSE);Tolerancja_0.1;29;88;0.09828833108874024;0.31350969855610566;1.0502221746057865;5.534246672220335
Fidelity (MSE);Tolerancja_1.0;29;10;0.9129181403899888;0.9554674983430828;3.622336550397783;16.866440966494025
Fidelity (MSE);Tolerancja_0.01;30;1110;0.009990584191066233;0.09995290986792847;0.39705314019207627;1.7997165866084364
Fidelity (MSE);Tolerancja_0.1;30;129;0.0996252853502626;0.31563473406813547;1.1064006074623673;5.683206891752888
Fidelity (MSE);Tolerancja_1.0;30;9;0.9940474613340777;0.9970192883460569;3.188325424309794;17.951975112839463
Fidelity (MSE);Tolerancja_0.01;31;622;0.009977051447554827;0.09988519133262361;0.733594995881437;1.9272811481386802
Fidelity (MSE);Tolerancja_0.1;31;64;0.09967379943827682;0.31571157634505076;1.2133816938485147;6.0916434280306655
Fidelity (MSE);Tolerancja_1.0;31;7;0.8628613585109796;0.9289033095597085;2.9550498496588573;17.923155705798173
Fidelity (MSE);Tolerancja_0.01;32;1356;0.009991732788294619;0.09995865539459112;0.42753784921353777;1.9129520848452375
Fidelity (MSE);Tolerancja_0.1;32;158;0.0993233682315069;0.31515610137122035;1.2232005400419093;6.031278820127021
